institutionCode,collectionCode,locationID,recordedBy,verbatimEventDate,continent,country,stateProvince,county,fieldNumber,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,stratGroup,stratFormation,stratMember,stratBed,bioZone,lithology
CASG,Fossil,1,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,sandstone
CASG,Fossil,2,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,3,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,4,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Empire,,,,
CASG,Fossil,5,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,Empire,,,,
CASG,Fossil,6,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,Tunnel Point,,,,
CASG,Fossil,7,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,Tunnel Point,,,,
CASG,Fossil,8,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,9,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,10,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,11,Bruce Martin,,North America,USA,Oregon,Coos,,,,,,,,,,,,,,,
CASG,Fossil,12,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,13,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,14,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pleistocene,,,,,,,,consolidated blue gray argillaceous sands
CASG,Fossil,15,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,unconsolidated gray sands
CASG,Fossil,16,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,17,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Empire,,,,
CASG,Fossil,18,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Empire,,,,tuff
CASG,Fossil,19,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,20,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,21,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Empire,,,,
CASG,Fossil,22,Bruce Martin,,North America,USA,Oregon,Curry,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Empire,,,,
CASG,Fossil,23,Bruce Martin,,North America,USA,Oregon,Coos,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,Merced,,,,
CASG,Fossil,24,Bruce Martin,,North America,USA,Oregon,Douglas,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Umpqua,,,,
CASG,Fossil,25,Bruce Martin,,North America,USA,Oregon,Douglas,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,26,Bruce Martin,,North America,USA,Oregon,Douglas,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,27,Bruce Martin,,North America,USA,Oregon,Douglas,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,Myrtle,,,,
CASG,Fossil,28,Bruce Martin,,North America,USA,Oregon,Douglas,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,29,Bruce Martin,,North America,USA,Oregon,Benton,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,30,Bruce Martin,,North America,USA,Oregon,Benton,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,31,Bruce Martin,,North America,USA,Oregon,Benton,,,,,,,,,,,,,,,
CASG,Fossil,32,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,33,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,34,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,35,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Paleogene,Neogene,Oligocene,Miocene,,,,,,,,
CASG,Fossil,36,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,37,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,38,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,39,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,40,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,41,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,42,Bruce Martin,,North America,USA,Oregon,Lincoln,,Cenozoic,Cenozoic,Paleogene,Neogene,Oligocene,Miocene,,,,,,,,
CASG,Fossil,43,,,North America,USA,California,Contra Costa,,,,,,,,,,,,,,,
CASG,Fossil,44,,,North America,USA,California,Contra Costa,,,,,,,,,,,,,,,
CASG,Fossil,45,,,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Cretaceous,,,,,,Knoxville,,,,shales
CASG,Fossil,46,,,North America,USA,California,Santa Clara,,,,,,,,,,,,,,,
CASG,Fossil,47,,,North America,USA,California,Yolo,,,,,,,,,,,,,,,
CASG,Fossil,48,,,North America,USA,California,Alameda,,,,,,,,,,,,,,,
CASG,Fossil,50,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,51,Bruce Martin,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,52,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,53,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,54,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,55,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,56,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,57,Bruce Martin,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,58,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,59,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Pliocene,,,,Santa Margarita or upper most Monterey,,,,
CASG,Fossil,60,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Temblor,,,,
CASG,Fossil,61,Bruce Martin,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,62,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,63,Bruce Martin,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,64,Bruce Martin,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Kern River,,,,
CASG,Fossil,65,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,66,,,North America,USA,California,Kern,,,,,,,,,,,,,,,
CASG,Fossil,67,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,68,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,69,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Kern River,,,,
CASG,Fossil,70,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,72,,,North America,USA,California,Monterey,,,,,,,,,,,,,,,
CASG,Fossil,73,,,North America,USA,California,Monterey,,,,,,,,,,,,,,,
CASG,Fossil,74,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,75,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,76,,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,77,,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Pliocene,,,,,,,,
CASG,Fossil,78,,,North America,USA,California,Santa Barbara,,,,,,,,,,,,,,,
CASG,Fossil,79,,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,asphalt
CASG,Fossil,80,Bruce Martin,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,81,Bruce Martin,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,82,,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,,,,,,,,,,,,pale yellowish gray sandstone interstratified with hard calcareous layers
CASG,Fossil,83,,,North America,USA,California,Santa Barbara,,,,,,,,,,,,,,,
CASG,Fossil,84,,,North America,USA,California,Ventura,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,85,,,North America,USA,California,Ventura,,,,,,,,,,,,,,,
CASG,Fossil,86,,,North America,USA,California,Ventura,,,,,,,,,,,,,,,
CASG,Fossil,87,,,North America,USA,California,Ventura,,,,,,,,,,,,,,,brown and reddish brown sandstone and shale
CASG,Fossil,88,,,North America,USA,California,Ventura,,,,,,,,,,,,,,,massive gray sandstone and some conglomerate
CASG,Fossil,89,,,North America,USA,California,Ventura ,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,90,,,North America,USA,California,Ventura ,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Pliocene,,,,,,,,light gray sand and gravel
CASG,Fossil,91,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene ,,,,San Pedro,,,,
CASG,Fossil,92,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,San Pedro,,,,
CASG,Fossil,93,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,San Pedro,,,,loose sand
CASG,Fossil,94,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Pliocene,,,,San Pedro,,,,"brown and gray sandstone, medium grained"
CASG,Fossil,95,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,San Pedro,Timms Point,,,brown and gray sandstone
CASG,Fossil,96,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,San Pedro,,,,sandy soils
CASG,Fossil,97,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,San Pedro,,,,
CASG,Fossil,98,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,San Pedro,,,,
CASG,Fossil,99,,,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,San Pedro,,,,gray sandstone and sand
CASG,Fossil,100,,,North America,USA,California,Orange,,,,,,,,,,,,,,,coarse grained gray sandstone with a few layers of conglomerate
CASG,Fossil,101,Roy E Dickerson,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Tejon,,,,
CASG,Fossil,102,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,coarse gravel
CASG,Fossil,103,,,North America,USA,California,San Diego,,,,,,,,,,,,,,,
CASG,Fossil,104,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,105,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,106,,,North America,USA,California,San Diego,,,,,,,,,,,,,,,
CASG,Fossil,107,,,North America,USA,California,San Diego,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,,,,,
CASG,Fossil,108,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,,,,,
CASG,Fossil,109,,,North America,USA,California,San Diego,,,,,,,,,,,,,,,
CASG,Fossil,110,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,111,,,North America,USA,California,San Diego,,,,,,,,,,,,,,,
CASG,Fossil,112,,,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Tejon,,,,
CASG,Fossil,113,Frank Marion Anderson,,North America,USA,California,Shasta,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,Paskenta,,,,,
CASG,Fossil,114,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,115,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,116,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,117,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,118,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,119,Bruce Martin,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,120,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,121,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,122,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,123,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,124,,,North America,USA,California,Humboldt,,,,,,,,,,,,,,,
CASG,Fossil,125,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,126,Bruce Martin,March 26 1905,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,127,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,128,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,129,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Vaqueros,,,,
CASG,Fossil,130,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,131,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,132,,,North America,USA,California,Shasta,,,,,,,,,,,,,,,
CASG,Fossil,133,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,134,,,North America,,,,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,135,,,North America,USA,California,Yuba,,,,,,,,,,,,,,,
CASG,Fossil,136,,,North America,USA,California,Shasta,,,,,,,,,,,,,,,
CASG,Fossil,137,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,138,,,North America,USA,California,,,,,,,,,,,,,,,,
CASG,Fossil,139,,,North America,USA,California,Tehama,,,,,,,,,,,,,,,
CASG,Fossil,140,Bruce Martin,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Vaqueros,,,,
CASG,Fossil,141,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,142,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,143,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,144,,,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,Paskenta,,,,,
CASG,Fossil,145,,,North America,USA,California,San Luis Obispo,,,,,,,,,,,,,,,
CASG,Fossil,146,,,North America,USA,California,San Luis Obispo,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,147,,,North America,USA,Oregon,Jackson,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,148,,,Asia,Japan,,,,,,,,,,,,,,,,,
CASG,Fossil,149,,,Asia,Japan,,,,,,,,,,,,,,,,,
CASG,Fossil,150,,,North America,USA,Oregon,Benton,,,,,,,,,,,,,,,gray shaley sandstone
CASG,Fossil,151,,,North America,USA,Oregon,Benton,,,,,,,,,,,,,,,rock quarry
CASG,Fossil,152,,,North America,USA,California,Shasta,,,,,,,,,,,,,,,
CASG,Fossil,153,Frank Marion Anderson,,North America,USA,California,Shasta,,,,,,,,,,,,,,,
CASG,Fossil,154,Frank Marion Anderson,,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,Knoxville,,,,
CASG,Fossil,155,,,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,Knoxville,,,,
CASG,Fossil,156,,,North America,USA,California,Glenn,,Mesozoic,Mesozoic,Jurassic,Cretaceous,,,,,,Knoxville,,,,
CASG,Fossil,157,,,North America,USA,California,Napa,,Mesozoic,Mesozoic,Jurassic,Cretaceous,,,,,,Knoxville,,,,pebbles from basal conglomerate
CASG,Fossil,158,,,North America,USA,California,Napa,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Tithonian,Tithonian,,Knoxville,,,,Aucella. Knoxville series
CASG,Fossil,159,,,North America,USA,California,Shasta,,,,,,,,,,,,,,,
CASG,Fossil,160,Bruce Martin,1913,North America,USA,Oregon,Washington,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,161,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,162,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,163,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,Pittsburg Bluff,,,,
CASG,Fossil,164,Bruce Martin,1913,North America,USA,Oregon,Clatsop,,,,,,,,,,,,,,,
CASG,Fossil,165,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,166,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene ,,,,,,,,
CASG,Fossil,167,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,168,Bruce Martin,1913,North America,USA,Oregon,Columbia,,Cenozoic,Cenozoic,Paleogene,Neogene,Oligocene,Miocene,,,,,,,,
CASG,Fossil,169,Bruce Martin,1913,North America,USA,Oregon,Columbia,,,,,,,,,,,,,,,
CASG,Fossil,170,Bruce Martin,1913,North America,USA,Oregon,Clatsop,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,171,Bruce Martin,1913,North America,USA,Oregon,Clatsop,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,172,Bruce Martin,1913,North America,USA,Oregon,Clatsop,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Astoria,,,,
CASG,Fossil,173,Bruce Martin,1913,North America,USA,Oregon,Clatsop,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,174,Bruce Martin,1913,North America,USA,Washington,Wahkiakum,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,175,Bruce Martin,1913,North America,USA,Washington,Pacific,,Cenozoic,Cenozoic,Paleogene,Neogene,Oligocene,Miocene,,,,,,,,
CASG,Fossil,176,Bruce Martin,1913,North America,USA,Washington,Pacific,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,177,Bruce Martin,1913,North America,USA,Washington,Cowlitz,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,178,Bruce Martin,1913,North America,USA,Washington,Cowlitz,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,179,Bruce Martin,1913,North America,USA,Washington,Cowlitz,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,180,Bruce Martin,1913,North America,USA,Washington,Cowlitz,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,181,Bruce Martin | Frank Marion Anderson,1913,North America,USA,Washington,Lewis,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,182,Bruce Martin,1913,North America,USA,Washington,Lewis,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Cowlitz,,,,Blue sandy clay or mudstone. Few prominent strata of concretionary sandstone interstratified w/the clay 
CASG,Fossil,183,Bruce Martin,1913,North America,USA,Washington,Lewis,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Cowlitz,,,,
CASG,Fossil,184,Bruce Martin,1913,North America,USA,Washington,Lewis,,,,,,,,,,,,,,,
CASG,Fossil,185,Bruce Martin,1913,North America,USA,Washington,Lewis,,,,,,,,,,,,,,,
CASG,Fossil,186,Bruce Martin,1913,North America,USA,Washington,Pacific,,,,,,,,,,,,,,,
CASG,Fossil,187,Bruce Martin,1913,North America,USA,Washington,Pacific,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,188,Bruce Martin,1913,North America,USA,Washington,Pacific,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,189,Bruce Martin,1913,North America,USA,Washington,Lewis,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,190,Bruce Martin,1913,North America,USA,Washington,Independence,,,,,,,,,,,,,,,
CASG,Fossil,191,Bruce Martin,1913,North America,USA,Washington,Lewis,,,,,,,,,,,,,,,
CASG,Fossil,192,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,193,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,194,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,195,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,,,,,,,,,,,,,,
CASG,Fossil,196,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,,,,,,,,,,,,,,
CASG,Fossil,197,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,198,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,199,Bruce Martin,1913,North America,USA,Washington,Grays Harbor,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Montesano,,,,
