institutionCode,collectionCode,locationID,recordedBy,verbatimEventDate,continent,country,stateProvince,county,fieldNumber,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,stratGroup,stratFormation,stratMember,stratBed,bioZone,lithology
CASG,Fossil,28554,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28559,TW Dibblee Jr,1935,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,28560,TW Dibblee Jr,1935,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28561,TW Dibblee Jr,1935,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28562,TW Dibblee Jr,1935,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28563,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28564,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28565,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28566,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28567,TW Dibblee Jr,1934,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28568,TW Dibblee Jr,1935,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Santa Barbara,,,,
CASG,Fossil,28573,,,North America,USA,California,Kings ,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Pliocene,,,,Etchegoin,,,,
CASG,Fossil,28603,Frank Marion Anderson et al,9/16/1936,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,,,,,
CASG,Fossil,28606,CM Cross | Frank Marion Anderson | JA Taff,9/18/1936,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Barremian,Barremian,,,,,,
CASG,Fossil,28607,NL Taliaferro,,North America,USA,California,Napa,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Tithonian,Tithonian,,,,,,
CASG,Fossil,28609,Frank Marion Anderson et al,1934 or 1936,North America,USA,California,Glenn,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Tithonian,Tithonian,,,,,,
CASG,Fossil,28617,Leo George Hertlein | S French,"10/19/1936 and 11/30/1936, 1938",North America,USA,California,Santa Clara,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,Merced,,,,
CASG,Fossil,28624,JA Taff,20 Oct 1936,North America,USA,California,Glenn,,Mesozoic,Mesozoic,Jurassic,Jurassic,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,28628,JA Taff | CM Cross,11/8/1936,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Tithonian,Tithonian,,,,,,
CASG,Fossil,28644,LM Wright,"November 27, 1936",North America,USA,California,San Diego,,Cenozoic,Cenozoic,Neogene,Neogene,,,,,,,,,,
CASG,Fossil,28645,C St J Bremner,,North America,USA,California,Santa Barbara,7,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Martinez,,,,
CASG,Fossil,28650,C St J Bremner,,North America,USA,California,Santa Barbara,13,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,28660,JA Taff | CM Cross,12/3/1936,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,,,,,
CASG,Fossil,28667,JA Taff | CM Cross,12/5/1936,North America,USA,California,Tehama,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Tithonian,Tithonian,,,,,,
CASG,Fossil,28682,,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Temblor,,,,
CASG,Fossil,28689,Leo George Hertlein | LE Wilson,"Dec 31, 1936",North America,USA,California,San Mateo,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,Purisima,,,,
CASG,Fossil,28693,CE Leach,Dec 1936,North America,USA,California,San Benito,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28703,NL Taliaferro,5/24/1936,North America,USA,California,,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28721,,,North America,USA,Mississippi,Smith,,,,Tertiary,Tertiary,,,,,,,,,,
CASG,Fossil,28790,OF Kotik,,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,28791,HR Turner,4/19/1937,North America,USA,California,Santa Cruz,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,28822,NL Taliaferro,6/11/1935,North America,USA,California,Monterey,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,Etchegoin,,,,
CASG,Fossil,28831,JA Taff,06/03/1937,North America,USA,California,Colusa,,,,,,,,,,,,,,,
CASG,Fossil,28842,JA Taff | CM Cross,3/5/1937,North America,USA,California,Colusa,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,,,,,
CASG,Fossil,28845,,,,Egypt,,,,,,,,,,,,,,,,,
CASG,Fossil,28846,Allyn G Smith,,,Antigua,,,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,28847,Weston | C,May 1937,North America,USA,California,San Mateo,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Merced,,,,
CASG,Fossil,28848,Floyd Avery,,North America,USA,Alabama,,,Paleozoic,Paleozoic,,,,,,,,,,,,
CASG,Fossil,28852,Strobbeen | John,"May 1937
",North America,USA,California,Santa Cruz,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Santa Margarita,,,,
CASG,Fossil,28858,John L Stevens,"July 7, 1937",North America,USA,California,Kern,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28880,Leo George Hertlein | Ulysses S Grant IV,"August 13, 1937",North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28881,Leo George Hertlein | Ulysses S Grant IV,"August 13, 1937",North America,USA,California,San Diego ,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,28883,Ulysses S Grant IV,8/13/1937,North America,USA,California,San Diego ,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28884,Leo George Hertlein | Ulysses S Grant IV,"August 12, 1937",North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28885,Leo George Hertlein | Ulysses S Grant IV,"August 14, 1937",North America,USA,California,San Diego ,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,28886,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28887,Leo George Hertlein | Ulysses S Grant IV,"August 13, 1937",North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28889,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28890,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego ,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28891,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,28892,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego ,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,28893,Leo George Hertlein | Ulysses S Grant IV,August 1937,North America,USA,California,San Diego ,,,,,,,,,,,,,,,
CASG,Fossil,28898,TW Dibblee Jr,Jul 1937,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,Sierra Blanca,,,,
CASG,Fossil,28903,FL Rogers,9/5/1937,North America,USA,California,San Mateo,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28905,FL Rogers,9/18/1937,North America,USA,California,San Mateo,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Merced,,,,
CASG,Fossil,28907,unknown,,North America,USA,California,Contra Costa,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,28909,OF Kotick,June 1937,North America,USA,California,Kern,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,,,,,
CASG,Fossil,28910,,,North America,USA,Mississippi,Wayne,[Loc NoCPC],Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,Chickasawhay ,,,,
CASG,Fossil,28920,CC Church,1937,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,28954,,,North America,USA,Alaska,,72,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,Naknek,,,,
CASG,Fossil,28989,,,North America,USA,Alaska,,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,Shelikof,,,,
CASG,Fossil,29011,Alaska Oil Cos Expe,1937,North America,USA,Alaska,,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Bajocian,Bajocian,,Kialagvik,,,,
CASG,Fossil,29014,Alaska Oil Cos Expe,1937,North America,USA,Alaska,,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Bajocian,Bajocian,,Kialagvik,,,,
CASG,Fossil,29016,,,North America,USA,Alaska,,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,,,,Kiaglagvik,,,,
CASG,Fossil,29017,Alaska Oil Cos Expe,1937,North America,USA,Alaska,,,Mesozoic,Mesozoic,Jurassic,Jurassic,,,Bajocian,Bajocian,,Kialagvik,,,,
CASG,Fossil,29032,RL Hewitt,1939,,,,,64,,,,,,,,,,,,,,
CASG,Fossil,29039,RL Hewitt,1939,North America,USA,Alaska,,"56, 57 ",Mesozoic,Mesozoic,Triassic,Triassic,,,,,,Chinik,,,,
CASG,Fossil,29040,RL Hewitt,1939,North America,USA,Alaska,,55 55a,Mesozoic,Mesozoic,Triassic,Triassic,,,,,,Chinik,,,,
CASG,Fossil,29069,SR Capps,Jul. 1934,North America,USA,Alaska,,,,,,,,,,,,,,,,
CASG,Fossil,29070,JQ Burch,Dec 1937,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Quaternary,Quaternary,Recent,Recent,,,,,,,,
CASG,Fossil,29071,,28 Jan 1938,North America,USA,California,Kern,,,,,,,,,,,,,,,
CASG,Fossil,29078,,,North America,USA,California,Santa Barbara,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Monterey,,,,
CASG,Fossil,29084,BL Clark | Frank Marion Anderson,,North America,USA,California,Contra Costa,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Campanian,Campanian,,,,,,
CASG,Fossil,29102,Allan P Bennison,,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Maastrichtian,Maastrichtian,,Garzas,,,,
CASG,Fossil,29106,Allan P Bennison,,North America,USA,California,Stanislaus,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,Moreno,,,,
CASG,Fossil,29108,Allan P Bennison,,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Maastrichtian,Maastrichtian,,Moreno,,,,
CASG,Fossil,29116,Allan P Bennison,May 1935,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,Moreno,,,,
CASG,Fossil,29117,JA Taff | G Dallas Hanna | CM Cross,8/23/1934 or 6/7/1935,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Maastrichtian,Maastrichtian,,Moreno,,,,
CASG,Fossil,29118,Allan P Bennison,,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Maastrichtian,Maastrichtian,,Moreno,,,,
CASG,Fossil,29120,,,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,Moreno,,,,
CASG,Fossil,29121,Allan P Bennison,,North America,USA,California,Merced,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,,,,,,,,
CASG,Fossil,29123,Allan P Bennison,,North America,USA,California,Stanislaus,,Mesozoic,Mesozoic,Cretaceous,Cretaceous,,,Campanian,Campanian,,Moreno,,,,
CASG,Fossil,29137,CC Chruch,July 1938,North America,USA,California,Los Angeles,,Cenozoic,Cenozoic,Neogene,Quaternary,Pliocene,Pleistocene,,,,Pico,,,,Monterey shale
CASG,Fossil,29138,,,North America,USA,California,Sutter,"
",Cenozoic,Cenozoic,Paleogene,Paleogene,Eocene,Eocene,,,,,,,,
CASG,Fossil,29141,Leo George Hertlein,8/16/1938,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,29144,Leo George Hertlein,8/16/1938,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,29145,Leo George Hertlein,8/16/1938,North America,USA,California,San Diego,,Cenozoic,Cenozoic,Quaternary,Quaternary,Pleistocene,Pleistocene,,,,,,,,
CASG,Fossil,29150,Norman E Smith,"August, 1938",North America,USA,California,Humboldt,,Cenozoic,Cenozoic,Neogene,Neogene,Pliocene,Pliocene,,,,,,,,
CASG,Fossil,29151,LM Wright,July 1938,North America,USA,Virginia,Surry,,Cenozoic,Cenozoic,Neogene,Neogene,Miocene,Miocene,,,,Yorktown,,,,
CASG,Fossil,29178,G Dallas Hanna et al,,North America,USA,Alaska,,,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,29180,G Dallas Hanna et al, ,North America,USA,Alaska,,1,,,,,,,,,,,,,,
CASG,Fossil,29188,G Dallas Hanna et al,,North America,USA,Alaska,,10,Cenozoic,Cenozoic,,,,,,,,,,,,
CASG,Fossil,29189,G Dallas Hanna et al,,North America,USA,Alaska,,,,,,,,,,,,,,,,
CASG,Fossil,29200,G Dallas Hanna et al,,North America,USA,Alaska,,36,,,,,,,,,,,,,,
CASG,Fossil,29201,G Dallas Hanna et al,,North America,USA,Alaska,,31,,,,,,,,,,,,,,
CASG,Fossil,29202,G Dallas Hanna et al,,North America,USA,Alaska,,30,,,,,,,,,,,,,,
CASG,Fossil,29203,G Dallas Hanna et al,,North America,USA,Alaska,,29,,,,,,,,,,,,,,
CASG,Fossil,29204,G Dallas Hanna et al,,North America,USA,Alaska,,27,,,,,,,,,,,,,,
CASG,Fossil,29205,G Dallas Hanna et al,,North America,USA,Alaska,,32,,,,,,,,,,,,,,
CASG,Fossil,29206,G Dallas Hanna et al,1938,North America,USA,Alaska,,26,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,29207,G Dallas Hanna et al,1938,North America,USA,Alaska,,43,,,,,,,,,,,,,,
CASG,Fossil,29208,G Dallas Hanna et al,1938,North America,USA,Alaska,,44,,,,,,,,,,,,,,
CASG,Fossil,29209,G Dallas Hanna et al,1938,North America,USA,Alaska,,22,Cenozoic,Cenozoic,Paleogene,Paleogene,Oligocene,Oligocene,,,,,,,,
CASG,Fossil,29210,G Dallas Hanna et al,1938,North America,USA,Alaska,,34,,,,,,,,,,,,,,
CASG,Fossil,29211,G Dallas Hanna et al,1938,North America,USA,Alaska,,33,,,,,,,,,,,,,,
CASG,Fossil,29212,G Dallas Hanna et al,1938,North America,USA,Alaska,,28,,,,,,,,,,,,,,
CASG,Fossil,29213,G Dallas Hanna et al,1938,North America,USA,Alaska,,25,,,,,,,,,,,,,,
CASG,Fossil,29214,G Dallas Hanna et al,1938,North America,USA,Alaska,,37,,,,,,,,,,,,,,
CASG,Fossil,29215,RL Hewitt | JC Hazzard,"August 3, 1938",North America,USA,Alaska,,N-3,,,,,,,,,,,,,,
CASG,Fossil,29216,RL Hewitt | JC Hazzard,"August 3, 1938",North America,USA,Alaska,,N-4,,,,,,,,,,,,,,
CASG,Fossil,29217,RL Hewitt | JC Hazzard,"August 6, 1938",North America,USA,Alaska,,N-5,,,,,,,,,,,,,,
CASG,Fossil,29218,RL Hewitt | JC Hazzard,"August 7, 1938",North America,USA,Alaska,,N-6,,,,,,,,,,,,,,sandy limestones 
CASG,Fossil,29219,RL Hewitt | JC Hazzard,"August 9, 1938",North America,USA,Alaska,,N-8,,,,,,,,,,,,,,
CASG,Fossil,29220,RL Hewitt | JC Hazzard,"August 3, 1938",North America,USA,Alaska,,N-1,,,,,,,,,,,,,,"""puffy ()"" shale"
CASG,Fossil,29221,RL Hewitt | JC Hazzard,"August 3-9, 1938",North America,USA,Alaska,,N-2,,,,,,,,,,,,,,
CASG,Fossil,29222,RL Hewitt | JC Hazzard,"August 8, 1938",North America,USA,Alaska,,N-7,,,,,,,,,,,,,,puffy () shale
CASG,Fossil,29223,G Dallas Hanna et al,"August 18, 1938",North America,USA,Alaska,,K-7,,,,,,,,,,,,,,partially metamorphosed rocks
CASG,Fossil,29224,G Dallas Hanna et al,"August 18, 1938",North America,USA,Alaska,,K-8,,,,,,,,,,,,,,
CASG,Fossil,29225,G Dallas Hanna et al,"August 18, 1938",North America,USA,Alaska,,K-9,,,Quaternary,Quaternary,,,,,,,,,,
CASG,Fossil,29226,G Dallas Hanna et al,"August 17, 1938",North America,USA,Alaska,,K-1,,,,,,,,,,,,,,mudstone
CASG,Fossil,29227,G Dallas Hanna et al,"August 17, 1938",North America,USA,Alaska,,K-2,,,,,,,,,,,,,,
CASG,Fossil,29228,G Dallas Hanna et al,"August 17, 1938",North America,USA,Alaska,,K-3,,,,,,,,,,,,,,mudstone
CASG,Fossil,29229,G Dallas Hanna et al,"August 17, 1938",North America,USA,Alaska,,K-4,,,,,,,,,,,,,,concretionary mudstone
CASG,Fossil,29230,G Dallas Hanna et al,"August 18, 1938",North America,USA,Alaska,,K-5,,,,,,,,,,,,,,massive to shaly mudstone
CASG,Fossil,29231,G Dallas Hanna et al,,,,,,K-6,,,,,,,,,,,,,,
CASG,Fossil,29232,G Dallas Hanna et al,"August 18, 1938",North America,USA,Alaska,,K-10,,,,,,,,,,,,,,
CASG,Fossil,29233,G Dallas Hanna et al,,North America,USA,Alaska,,K-10-A,,,,,,,,,,,,,,
CASG,Fossil,29234,G Dallas Hanna et al,"August 19, 1938",North America,USA,Alaska,,K-11,,,,,,,,,,,,,,
CASG,Fossil,29235,G Dallas Hanna et al,"August 23, 1938",North America,USA,Alaska,,K-12,,,,,,,,,,,,,,
CASG,Fossil,29236,G Dallas Hanna et al,"August 23, 1938",North America,USA,Alaska,,K-13,,,,,,,,,,,,,,
CASG,Fossil,29237,G Dallas Hanna et al,"August 23, 1938",North America,USA,Alaska,,K-14,,,,,,,,,,,,,,
CASG,Fossil,29238,G Dallas Hanna et al,,North America,USA,Alaska,,lacking,,,,,,,,,,,,,,
CASG,Fossil,29239,G Dallas Hanna et al,,North America,USA,Alaska,,lacking,,,,,,,,,,,,,,
CASG,Fossil,29240,G Dallas Hanna et al,,North America,USA,Alaska,,lacking,,,,,,,,,,,,,,
CASG,Fossil,29241,G Dallas Hanna et al,,North America,USA,Alaska,,lacking,,,,,,,,,,,,,,
CASG,Fossil,29242,G Dallas Hanna et al,"July 16, 1938",North America,USA,Alaska,,60,,,,,,,,,,,,,,
CASG,Fossil,29243,G Dallas Hanna et al,"July 16, 1938",North America,USA,Alaska,,61,,,,,,,,,,,,,,
CASG,Fossil,29244,G Dallas Hanna et al,"July 15, 1938",North America,USA,Alaska,,59,,,,,,,,,,,,,,
CASG,Fossil,29245,G Dallas Hanna et al,"July 12, 1938",North America,USA,Alaska,,58,,,,,,,,,,,,,,
CASG,Fossil,29246,G Dallas Hanna et al,"July 12, 1938",North America,USA,Alaska,,57,,,,,,,,,,,,,,
CASG,Fossil,29247,G Dallas Hanna et al,"July 12, 1938",North America,USA,Alaska,,56,,,,,,,,,,,,,,gray mudstone
CASG,Fossil,29248,G Dallas Hanna et al,"July 11-12, 1938",North America,USA,Alaska,,55,,,,,,,,,,,,,,
CASG,Fossil,29249,G Dallas Hanna et al,"July 11, 1938",North America,USA,Alaska,,54,,,,,,,,,,,,,,
CASG,Fossil,29250,G Dallas Hanna et al,"July 11, 1938",North America,USA,Alaska,,53,,,,,,,,,,,,,,
CASG,Fossil,29251,G Dallas Hanna et al,"July 11, 1938",North America,USA,Alaska,,52,,,,,,,,,,,,,,
CASG,Fossil,29252,G Dallas Hanna et al,"July 4, 1938",North America,USA,Alaska,,47,,,,,,,,,,,,,,
CASG,Fossil,29253,G Dallas Hanna et al,"July 5, 1938",North America,USA,Alaska,,48,,,,,,,,,,,,,,
CASG,Fossil,29254,G Dallas Hanna et al,"July 5, 1938",North America,USA,Alaska,,49,,,,,,,,,,,,,,
CASG,Fossil,29255,G Dallas Hanna et al,"July 8, 1938",North America,USA,Alaska,,51,,,,,,,,,,,,,,
CASG,Fossil,29256,G Dallas Hanna et al,"July 6, 1938",North America,USA,Alaska,,50,,,,,,,,,,,,,,
CASG,Fossil,29257,G Dallas Hanna et al,"May 27, 1938",North America,USA,Alaska,,1,,,,,,,,,,,,,,
CASG,Fossil,29258,G Dallas Hanna et al,"May 27, 1938",North America,USA,Alaska,,2,,,,,,,,,,,,,,
CASG,Fossil,29259,G Dallas Hanna et al,"May 27, 1938",North America,USA,Alaska,,3,,,,,,,,,,,,,,
CASG,Fossil,29260,G Dallas Hanna et al,"May 27, 1938",North America,USA,Alaska,,4,,,,,,,,,,,,,,
CASG,Fossil,29261,G Dallas Hanna et al,"May 28, 1938",North America,USA,Alaska,,5,,,,,,,,,,,,,,
CASG,Fossil,29262,G Dallas Hanna et al,"May 28, 1938",North America,USA,Alaska,,6,,,,,,,,,,,,,,
CASG,Fossil,29263,G Dallas Hanna et al,"May 28, 1938",North America,USA,Alaska,,9,,,,,,,,,,,,,,mudstone
CASG,Fossil,29264,G Dallas Hanna et al,"May 28, 1938",North America,USA,Alaska,,7,,,,,,,,,,,,,,
CASG,Fossil,29265,G Dallas Hanna et al,"May 29, 1938",North America,USA,Alaska,,8,,,,,,,,,,,,,,
CASG,Fossil,29266,G Dallas Hanna et al,"June 2, 1938",North America,USA,Alaska,,15,,,,,,,,,,,,,,
CASG,Fossil,29267,G Dallas Hanna et al,"June 2, 1938",North America,USA,Alaska,,16,,,,,,,,,,,,,,
CASG,Fossil,29268,G Dallas Hanna et al,"June 2, 1938",North America,USA,Alaska,,17,,,,,,,,,,,,,,
CASG,Fossil,29270,G Dallas Hanna et al,"May 31, 1938",North America,USA,Alaska,,13,,,,,,,,,,,,,,
CASG,Fossil,29271,G Dallas Hanna et al,"May 31, 1938",North America,USA,Alaska,,10,,,,,,,,,,,,,,
CASG,Fossil,29272,G Dallas Hanna et al,"May 31, 1938",North America,USA,Alaska,,11,,,,,,,,,,,,,,
CASG,Fossil,29273,G Dallas Hanna et al,"May 31, 1938",North America,USA,Alaska,,12,,,,,,,,,,,,,,concretionary sandstone
CASG,Fossil,29274,G Dallas Hanna et al,"June 1, 1938",North America,USA,Alaska,,14,,,,,,,,,,,,,,brown sandstone
CASG,Fossil,29275,G Dallas Hanna et al,"June 5, 1938",North America,USA,Alaska,,20,,,,,,,,,,,,,,"hard, black shale"
CASG,Fossil,29276,G Dallas Hanna et al,"June 5, 1938",North America,USA,Alaska,,19,,,,,,,,,,,,,,
CASG,Fossil,29277,G Dallas Hanna et al,"June 5, 1938",North America,USA,Alaska,,21,,,,,,,,,,,,,,
CASG,Fossil,29278,G Dallas Hanna et al,"June 6, 1938",North America,USA,Alaska,,22,,,,,,,,,,,,,,sandstone
CASG,Fossil,29279,G Dallas Hanna et al,"June 10, 1938",North America,USA,Alaska,,23,,,,,,,,,,,,,,
CASG,Fossil,29280,G Dallas Hanna et al,"June 13 and 29, 1938",North America,USA,Alaska,,24,,,,,,,,,,,,,,mudstone
CASG,Fossil,29281,G Dallas Hanna et al,"June 12, 1938",North America,USA,Alaska,,25,,,,,,,,,,,,,,
CASG,Fossil,29282,G Dallas Hanna et al,"June 29, 1938",North America,USA,Alaska,,26A,,,,,,,,,,,,,,
CASG,Fossil,29283,G Dallas Hanna et al,"June 12, 1938",North America,USA,Alaska,,26,,,,,,,,,,,,,,
CASG,Fossil,29284,G Dallas Hanna et al,"June 13, 1938",North America,USA,Alaska,,27,,,,,,,,,,,,,,
CASG,Fossil,29285,G Dallas Hanna et al,"June 13, 1938",North America,USA,Alaska,,28,,,,,,,,,,,,,,
CASG,Fossil,29287,G Dallas Hanna et al,"June 21, 1938",North America,USA,Alaska,,30,,,,,,,,,,,,,,
CASG,Fossil,29288,G Dallas Hanna et al,"June 22, 1938",North America,USA,Alaska,,35,,,,,,,,,,,,,,
CASG,Fossil,29289,G Dallas Hanna et al,"June 17, 1938",North America,USA,Alaska,,31,,,,,,,,,,,,,,
CASG,Fossil,29290,G Dallas Hanna et al,"June 16, 1938",North America,USA,Alaska,,32,,,,,,,,,,,,,,
CASG,Fossil,29291,G Dallas Hanna et al,"June 20, 1938",North America,USA,Alaska,,33,,,,,,,,,,,,,,sandstone
CASG,Fossil,29292,G Dallas Hanna et al,"June 20, 1938",North America,USA,Alaska,,34,,,,,,,,,,,,,,
CASG,Fossil,29293,G Dallas Hanna et al,"June 23, 1938",North America,USA,Alaska,,36,,,,,,,,,,,,,,
CASG,Fossil,29294,G Dallas Hanna et al,"June 23, 1938",North America,USA,Alaska,,37,,,,,,,,,,,,,,
CASG,Fossil,29295,G Dallas Hanna et al,"June 24, 1938",North America,USA,Alaska,,38,,,,,,,,,,,,,,
CASG,Fossil,29296,G Dallas Hanna et al,"June 25, 1938",North America,USA,Alaska,,39,,,,,,,,,,,,,,sandstone
CASG,Fossil,29297,G Dallas Hanna et al,"June 25, 1938",North America,USA,Alaska,,40,,,,,,,,,,,,,,
CASG,Fossil,29298,G Dallas Hanna et al,"June 25, 1938",North America,USA,Alaska,,41,,,,,,,,,,,,,,massive gray mudstone
CASG,Fossil,29299,G Dallas Hanna et al,"June 26, 1938",North America,USA,Alaska,,46,,,,,,,,,,,,,,glacial clay
CASG,Fossil,29300,G Dallas Hanna et al,"June 26, 1938",North America,USA,Alaska,,45,,,,,,,,,,,,,,
CASG,Fossil,29301,G Dallas Hanna et al,"June 26, 1938",North America,USA,Alaska,,44,,,,,,,,,,,,,,gravel
